ReserveStatus,Male,Price,CouponDiscount,Domestic,VIPStatus,TripReason,Vehicle,Cancel,LeadTime,IsWeekend,DiscountRatio,BookingMonth,DepartureMonth,BookingWeekday,DepartureWeekday,DepartureHour,BookingHour,FromFreq,ToFreq
3,0,24.22,0.0,1,True,Work,Bus,0,11415.803,0,0.0,2,2,4,4,13,10,4860,1311
2,1,47.13,0.0,1,Unknown,Int,Train,0,161927.06,0,0.0,7,7,1,3,12,15,883,15161
3,0,26.35,0.0,1,True,Int,Bus,0,86426.193,0,0.0,7,7,3,4,11,10,275,2671
3,0,26.96,0.0,1,True,Int,Bus,0,57738.817,0,0.0,5,5,6,0,8,16,4860,2671
3,0,24.73,0.0,1,True,Int,Bus,0,8638.627,1,0.0,9,9,6,6,23,21,14641,3607
2,0,38.93,0.0,1,Unknown,Work,Train,0,868294.367,0,0.0,9,10,5,1,18,16,14641,1237
2,1,29.51,0.0,1,Unknown,Work,Train,0,2630055.067,1,0.0,3,4,4,6,23,13,5293,15161
3,1,24.73,0.0,1,True,Work,Bus,0,404497.09,0,0.0,8,8,0,4,23,7,4860,15161
5,0,22.7,0.0,1,True,Work,Bus,1,308880.317,0,0.0,5,5,6,2,14,0,312,15161
3,1,31.62,0.0,1,True,Work,Bus,0,131504.053,0,0.0,6,6,3,4,20,7,145,571
2,1,35.05,0.0,1,Unknown,Work,Train,0,66212.71,1,0.0,9,9,4,5,11,16,5293,15161
5,0,34.26,0.0,1,True,Work,Bus,1,279058.79,0,0.0,10,11,5,1,17,11,14641,1327
3,0,36.69,0.0,1,True,Work,Bus,0,369560.263,0,0.0,10,11,4,1,22,15,4860,1237
3,1,24.73,0.0,1,True,Work,Bus,0,120139.58,0,0.0,9,9,2,4,2,16,4860,15161
3,1,34.11,0.0,1,True,Int,Bus,0,24743.27,1,0.0,5,5,6,6,17,10,32,2671
3,1,34.97,0.0,1,True,Work,Bus,0,161565.877,0,0.0,6,7,2,4,9,12,4860,530
5,0,24.73,0.0,1,True,Int,Bus,1,443862.133,0,0.0,10,10,6,4,23,20,14641,110
3,1,24.73,0.0,1,True,Int,Bus,0,25273.77,0,0.0,9,9,2,2,8,0,14641,521
3,1,59.29,0.0,1,True,Work,Bus,0,428549.31,1,0.0,8,8,1,6,14,15,3394,530
5,1,53.51,2.68,1,True,Work,Bus,1,178124.143,0,0.05008409643057373,7,7,0,2,18,17,1021,1311
5,1,40.44,0.0,1,True,Work,Bus,1,74341.393,0,0.0,8,8,1,2,19,22,1428,2671
3,1,23.72,0.0,1,True,Work,Bus,0,15132.143,1,0.0,4,4,6,6,7,3,91,15161
3,0,44.59,0.0,1,True,Int,Bus,0,290911.22,0,0.0,10,10,5,1,21,12,4860,257
2,1,49.81,0.0,1,Unknown,Work,Train,0,66304.507,1,0.0,10,10,5,6,11,16,14641,571
3,1,39.63,0.0,1,True,Work,Bus,0,45963.943,1,0.0,10,10,6,6,23,10,1428,3607
2,1,43.67,0.0,1,Unknown,Work,Train,0,91048.323,0,0.0,8,8,6,0,15,13,5293,1237
3,1,51.08,0.0,1,True,Work,Bus,0,78977.143,0,0.0,9,9,0,1,20,22,14641,1237
3,1,25.84,0.0,1,False,Int,Bus,0,140665.837,0,0.0,7,7,6,0,16,0,3394,181
4,0,28.67,0.0,1,Unknown,Int,Train,1,861642.533,0,0.0,4,4,6,2,12,13,5293,15161
3,1,24.32,0.0,1,True,Work,Bus,0,103408.823,0,0.0,11,11,1,3,1,20,545,15161
3,1,28.38,0.0,1,True,Work,Bus,0,275616.413,0,0.0,10,10,4,0,19,14,168,3607
5,1,33.24,0.41,1,True,Work,Bus,1,461725.02,1,0.012334536702767749,10,11,0,5,20,11,1072,521
3,1,45.61,0.0,1,True,Work,Bus,0,361467.847,1,0.0,10,10,1,5,15,10,275,330
5,1,32.63,0.0,1,True,Work,Bus,1,312448.68,0,0.0,9,9,1,4,22,7,449,846
2,0,57.05,0.0,1,Unknown,Work,Train,0,101545.577,1,0.0,5,5,5,6,18,14,3394,15161
2,0,39.08,0.0,1,Unknown,Int,Train,0,2343602.88,0,0.0,2,3,2,1,21,18,14641,6142
3,1,39.32,0.0,1,True,Work,Bus,0,8146.683,0,0.0,6,6,2,2,18,15,222,340
2,0,41.41,0.0,1,Unknown,Int,Train,0,28788.433,0,0.0,9,9,6,0,0,16,14641,6142
5,1,45.0,0.0,1,True,Work,Bus,1,78937.537,0,0.0,7,7,2,3,17,19,4860,523
2,0,41.41,0.0,1,Unknown,Int,Train,0,298643.267,0,0.0,7,7,5,1,23,13,5293,15161
3,1,21.69,0.0,1,True,Int,Bus,0,92915.983,0,0.0,6,6,1,2,20,18,284,2671
3,0,24.73,0.26,1,True,Int,Bus,0,44250.97,0,0.010513546300040437,7,7,6,0,8,19,14641,3607
5,0,21.89,0.0,1,True,Work,Bus,1,45367.103,1,0.0,6,6,5,6,10,21,62,15161
3,1,24.73,0.0,1,True,Int,Bus,0,252075.6,0,0.0,5,5,0,3,12,13,4860,76
5,1,31.01,0.0,1,True,Work,Bus,1,212543.98,0,0.0,5,5,6,1,22,10,469,629
5,1,40.54,0.0,1,True,Work,Bus,1,171741.667,1,0.0,5,5,4,6,23,23,3394,1311
3,1,21.89,0.0,1,True,Int,Bus,0,148735.357,0,0.0,7,7,1,3,11,17,14641,90
2,0,22.22,1.17,1,Unknown,Int,Train,0,3587109.427,0,0.052655265526552655,7,8,2,1,23,11,14641,6142
3,1,51.08,0.0,1,True,Work,Bus,0,190793.26,0,0.0,8,8,6,1,18,13,3394,15161
3,0,30.81,0.0,1,True,Work,Bus,0,382291.003,0,0.0,2,2,3,0,21,11,284,2671
3,0,51.08,0.0,1,True,Int,Bus,0,31808.53,0,0.0,7,7,4,4,23,14,3394,15161
2,0,43.09,0.0,1,Unknown,Int,Train,0,1532767.583,0,0.0,2,3,0,3,20,2,14641,6142
3,1,57.77,0.0,1,True,Work,Bus,0,83234.983,0,0.0,10,10,3,4,15,16,101,15161
2,1,42.18,0.0,1,Unknown,Work,Train,0,50599.503,1,0.0,4,4,4,5,6,16,5293,15161
2,1,62.2,0.0,1,Unknown,Int,Train,0,2363474.67,0,0.0,7,8,5,4,22,13,14641,6142
2,1,41.41,0.0,1,Unknown,Int,Train,0,2904533.893,0,0.0,8,9,5,4,12,21,5293,15161
3,1,50.37,0.0,1,True,Work,Bus,0,6923.597,1,0.0,5,5,6,6,21,19,14641,2671
3,1,26.35,0.0,1,True,Work,Bus,0,201244.81,0,0.0,8,9,2,4,19,11,4860,629
3,1,32.43,0.0,1,True,Work,Bus,0,296315.203,0,0.0,10,10,1,4,11,0,1021,442
3,1,39.53,0.0,1,True,Work,Bus,0,1161885.963,0,0.0,8,8,3,2,20,9,380,1327
2,1,61.82,0.0,1,Unknown,Int,Train,0,14248.517,0,0.0,9,9,2,2,11,7,14641,239
3,0,28.38,0.0,1,True,Work,Bus,0,11523.907,0,0.0,3,3,4,4,23,20,14641,90
5,1,40.44,0.0,1,True,Int,Bus,1,417305.57,0,0.0,8,9,6,3,20,0,1428,2671
2,1,25.44,0.0,1,Unknown,Work,Train,0,162235.8,0,0.0,10,10,2,4,18,21,883,15161
3,1,31.22,0.0,1,True,Work,Bus,0,193681.68,0,0.0,6,6,5,0,17,11,1399,2671
3,1,51.08,0.0,1,True,Work,Bus,0,22864.727,0,0.0,10,10,0,0,18,11,3394,15161
2,1,35.73,0.0,1,Unknown,Int,Train,0,523054.51,0,0.0,8,8,1,0,11,10,5293,998
5,1,57.16,0.0,1,True,Int,Bus,1,11984.64,1,0.0,8,8,6,6,17,13,14641,257
2,1,29.58,0.0,1,Unknown,Int,Train,0,1259077.873,0,0.0,2,2,3,3,16,2,1021,6142
5,1,24.32,0.0,1,False,Int,Bus,1,148352.62,0,0.0,3,3,5,0,16,23,69,3607
2,0,41.15,0.0,1,Unknown,Int,Train,0,2427292.327,1,0.0,2,3,6,6,15,13,14641,1311
2,1,52.76,0.08,1,Unknown,Work,Train,0,1823474.843,0,0.001516300227445034,9,10,0,0,20,18,1759,15161
3,1,28.38,0.0,1,True,Work,Bus,0,197819.377,0,0.0,7,7,0,2,16,9,71,15161
2,0,41.36,0.0,1,Unknown,Int,Train,0,1042304.247,0,0.0,8,9,5,3,23,21,5293,15161
3,1,44.59,0.0,1,True,Work,Bus,0,81704.063,0,0.0,7,7,2,3,20,21,469,846
3,0,31.62,0.0,1,True,Int,Bus,0,16636.01,0,0.0,9,9,0,0,22,17,78,15161
3,1,29.59,0.0,1,True,Work,Bus,0,59892.353,1,0.0,5,5,6,6,23,7,14641,442
3,1,24.73,0.0,1,True,Work,Bus,0,559015.7,1,0.0,9,10,5,5,0,13,4860,15161
5,0,29.8,0.0,1,True,Work,Bus,1,982157.013,1,0.0,5,6,2,6,23,15,469,15161
3,0,24.73,0.0,1,True,Work,Bus,0,6920.247,0,0.0,5,5,3,3,17,15,14641,110
2,1,50.26,0.0,1,Unknown,Work,Train,0,364098.93,0,0.0,10,10,3,0,15,10,14641,1311
3,0,24.73,0.0,1,True,Work,Bus,0,59431.03,0,0.0,8,8,0,1,7,14,14641,3607
2,1,33.15,0.0,1,Unknown,Work,Train,0,102164.41,0,0.0,8,8,0,1,16,12,14641,1327
3,0,24.73,0.0,1,True,Work,Bus,0,9887.687,0,0.0,7,7,2,2,18,15,4860,15161
4,1,42.37,0.0,1,Unknown,Int,Train,1,676019.3,0,0.0,10,10,2,2,22,2,5293,15161
2,1,62.21,0.0,1,Unknown,Int,Train,0,1548911.167,1,0.0,2,2,2,6,15,17,5293,3607
3,1,34.26,0.0,1,True,Int,Bus,0,70284.723,0,0.0,10,10,0,1,12,16,14641,1327
3,1,27.16,0.0,1,True,Work,Bus,0,30318.247,0,0.0,9,9,2,2,23,14,1021,3607
2,1,43.66,0.0,1,Unknown,Int,Train,0,1556273.71,0,0.0,10,10,3,0,18,18,320,6142
2,1,28.37,0.0,1,Unknown,Int,Train,0,893579.46,0,0.0,4,4,6,2,22,13,14641,6142
2,1,38.93,0.0,1,Unknown,Work,Train,0,178926.383,0,0.0,9,9,6,1,18,16,14641,1237
2,1,38.93,0.0,1,Unknown,Work,Train,0,434921.33,0,0.0,7,7,5,3,20,19,14641,1237
2,1,55.43,0.0,1,Unknown,Int,Train,0,175622.09,0,0.0,10,10,5,0,16,16,1428,15161
3,1,57.97,0.0,1,True,Work,Bus,0,136467.827,0,0.0,9,9,1,3,9,19,3394,194
2,0,38.2,0.0,1,Unknown,Int,Train,0,1974926.6,0,0.0,2,3,6,1,11,14,5293,530
3,1,43.58,0.0,1,True,Work,Bus,0,24684.167,0,0.0,10,10,2,2,21,14,440,15161
2,0,27.8,0.16,1,Unknown,Int,Train,0,992870.733,0,0.0057553956834532375,9,9,2,0,7,19,5293,9
3,1,24.63,0.06,1,True,Work,Bus,0,730849.537,0,0.00243605359317905,4,5,3,4,23,12,4860,15161
3,0,43.58,0.0,1,True,Work,Bus,0,77726.227,0,0.0,10,10,0,1,21,23,440,15161
3,1,60.81,0.0,1,True,Work,Bus,0,313641.507,0,0.0,8,8,3,0,14,22,449,148
5,1,29.8,0.0,1,True,Work,Bus,1,199908.437,0,0.0,10,10,2,4,23,16,14641,330
2,0,39.46,0.0,1,Unknown,Int,Train,0,1489847.447,1,0.0,6,7,2,5,22,16,14641,6142
3,1,24.73,0.0,1,True,Work,Bus,0,17775.897,1,0.0,9,9,6,6,5,0,4860,15161
3,1,61.82,0.0,1,True,Work,Bus,0,186460.033,1,0.0,9,10,3,5,14,10,97,2671
3,1,32.84,0.0,1,True,Work,Bus,0,126471.59,0,0.0,5,5,3,4,23,12,3394,998
3,1,37.3,0.0,1,False,Work,Bus,0,9706.343,1,0.0,10,10,5,5,15,12,1759,257
2,1,42.37,0.0,1,Unknown,Int,Train,0,342589.397,1,0.0,10,10,1,5,22,23,5293,15161
3,0,40.44,0.0,1,True,Work,Bus,0,33051.853,1,0.0,9,9,6,6,19,10,1428,2671
2,1,58.34,0.0,1,Unknown,Work,Train,0,264874.487,0,0.0,3,3,4,0,17,16,3394,15161
3,1,21.89,0.0,1,True,Int,Bus,0,38175.79,0,0.0,5,5,2,2,23,13,14641,846
2,0,43.58,0.0,1,Unknown,Int,Train,0,425736.943,0,0.0,5,5,5,3,0,2,5293,629
3,0,21.89,0.0,1,True,Work,Bus,0,2835.153,1,0.0,8,8,5,5,18,17,14641,340
2,0,59.66,0.0,1,Unknown,Int,Train,0,1822853.07,1,0.0,8,9,6,6,21,19,14641,6142
2,0,54.84,0.0,1,Unknown,Work,Train,0,88833.047,0,0.0,2,2,1,2,15,14,14641,998
3,1,24.73,0.2,1,True,Int,Bus,0,159018.383,0,0.008087343307723413,5,5,0,2,19,23,14641,521
4,1,33.13,0.0,1,Unknown,Int,Train,1,1838098.013,1,0.0,2,3,6,6,23,17,14641,6142
2,0,27.47,0.0,1,Unknown,Work,Train,0,115137.47,0,0.0,8,8,6,0,20,12,1759,998
3,1,29.39,0.0,1,True,Work,Bus,0,171230.61,0,0.0,2,2,2,4,21,21,1759,15161
3,0,34.26,0.0,1,True,Int,Bus,0,191415.373,0,0.0,8,9,1,3,22,17,14641,530
3,1,34.26,0.0,1,True,Work,Bus,0,1221288.457,0,0.0,5,6,2,2,20,16,14641,1327
2,1,46.05,0.0,1,Unknown,Work,Train,0,84090.347,1,0.0,10,10,5,6,12,12,14641,998
3,1,45.0,0.0,1,True,Int,Bus,0,169454.463,1,0.0,8,8,4,6,22,22,4860,127
3,1,24.73,0.0,1,True,Int,Bus,0,84382.05,0,0.0,5,5,2,2,23,0,14641,3607
2,0,23.66,0.0,1,Unknown,Int,Train,0,150543.25,0,0.0,8,8,5,0,14,20,18,998
3,1,50.27,0.0,1,True,Work,Bus,0,246832.02,0,0.0,4,5,4,0,11,14,14641,2671
3,0,21.89,0.0,1,True,Int,Bus,0,415427.897,0,0.0,5,5,2,0,8,13,62,15161
3,0,31.01,0.0,1,True,Int,Bus,0,60475.08,1,0.0,5,5,5,5,17,0,14641,52
2,1,46.05,0.0,1,Unknown,Work,Train,0,110532.603,0,0.0,7,7,3,4,12,5,1063,15161
3,1,57.16,0.0,1,True,Work,Bus,0,332455.583,0,0.0,10,10,4,1,18,22,14641,257
3,1,36.89,0.0,1,True,Work,Bus,0,62482.767,0,0.0,6,6,1,1,21,4,449,446
2,1,24.04,0.0,1,Unknown,Work,Train,0,273371.807,0,0.0,5,6,5,2,0,20,1759,15161
2,0,58.08,0.0,1,Unknown,Int,Train,0,2591047.877,0,0.0,9,10,5,0,14,14,312,6142
2,0,24.27,0.0,1,Unknown,Int,Train,0,255067.66,1,0.0,8,8,3,6,11,13,5293,122
4,1,41.41,0.0,1,Unknown,Int,Train,1,719369.177,0,0.0,9,10,5,0,0,17,14641,6142
3,1,52.7,0.0,1,True,Int,Bus,0,363387.94,0,0.0,8,8,3,0,17,12,284,446
3,1,50.68,0.0,1,True,Int,Bus,0,74693.377,1,0.0,3,3,5,6,11,14,1063,257
2,0,31.48,0.0,1,Unknown,Int,Train,0,1809185.54,0,0.0,7,8,3,3,0,1,14641,6142
2,1,47.12,0.0,1,Unknown,Work,Train,0,162372.38,0,0.0,4,4,2,4,20,23,5293,95
2,1,46.05,0.0,1,Unknown,Work,Train,0,1237662.947,0,0.0,7,8,3,3,12,4,1063,15161
4,1,54.44,0.0,1,Unknown,Work,Train,1,332532.367,1,0.0,10,10,2,6,11,15,14641,1237
5,1,32.63,0.0,1,True,Work,Bus,1,328111.423,1,0.0,10,10,2,6,18,23,284,330
2,1,41.41,0.09,1,Unknown,Int,Train,0,790449.45,1,0.0021733880705143687,10,11,2,5,0,20,5293,15161
3,1,24.73,0.0,1,True,Work,Bus,0,9906.007,1,0.0,6,6,6,6,19,16,320,15161
2,0,38.69,0.0,1,Unknown,Int,Train,0,69479.803,0,0.0,4,4,1,2,18,23,5293,15161
2,1,57.77,0.0,1,Unknown,Work,Train,0,8098.46,1,0.0,9,9,4,5,2,23,14641,6142
3,1,22.91,0.0,1,True,Work,Bus,0,691228.583,0,0.0,4,5,3,4,23,22,4860,521
5,1,61.82,0.0,1,True,Int,Bus,1,181370.7,0,0.0,10,10,1,3,14,12,97,2671
2,0,44.95,0.0,1,Unknown,Int,Train,0,717446.203,1,0.0,7,8,5,6,20,13,14641,1327
2,1,42.37,0.0,1,Unknown,Int,Train,0,183579.7,1,0.0,9,10,4,6,22,19,5293,15161
5,1,40.13,0.0,1,True,Work,Bus,1,121119.013,0,0.0,7,7,3,4,20,10,3,15161
2,1,31.48,0.0,1,Unknown,Work,Train,0,78684.717,1,0.0,10,10,5,6,14,16,5293,15161
3,0,49.05,0.0,1,True,Work,Bus,0,533178.133,0,0.0,9,9,4,3,20,15,4860,1327
3,1,31.62,0.0,1,True,Work,Bus,0,40855.417,1,0.0,6,6,5,5,22,11,78,15161
2,0,21.88,0.0,1,Unknown,Int,Train,0,537018.643,1,0.0,7,7,0,6,18,12,14641,1237
3,1,29.59,0.0,1,True,Work,Bus,0,71558.507,0,0.0,7,7,1,2,7,11,449,15161
3,1,46.82,0.0,1,True,Int,Bus,0,90759.45,0,0.0,10,10,2,3,20,18,14641,50
3,0,40.44,0.0,1,True,Work,Bus,0,160468.54,1,0.0,10,10,4,5,21,1,1428,2671
3,1,30.2,0.0,1,True,Int,Bus,0,155302.403,1,0.0,3,3,4,6,8,12,1428,530
3,0,26.35,0.0,1,True,Work,Bus,0,236521.133,0,0.0,5,5,1,4,7,13,320,846
2,1,24.57,0.0,1,Unknown,Work,Train,0,43670.42,0,0.0,10,10,2,2,21,9,14641,340
2,1,35.6,0.0,1,Unknown,Work,Train,0,256876.51,1,0.0,5,5,2,5,18,18,168,15161
2,0,41.36,0.0,1,Unknown,Int,Train,0,757429.087,0,0.0,8,8,1,3,13,19,14641,6142
3,1,24.73,0.0,1,True,Int,Bus,0,55270.343,1,0.0,7,7,4,5,0,9,14641,3607
3,0,53.51,0.0,1,True,Work,Bus,0,159531.083,0,0.0,7,7,2,4,18,21,14641,110
2,1,38.93,0.0,1,Unknown,Int,Train,0,773446.773,0,0.0,7,7,2,4,13,14,1399,15161
3,0,22.3,0.0,1,True,Work,Bus,0,162516.083,0,0.0,10,10,2,4,11,14,427,162
3,1,48.65,0.0,1,True,Int,Bus,0,71778.42,0,0.0,5,5,1,2,14,18,3394,521
3,1,22.7,0.0,1,True,Work,Bus,0,112787.427,0,0.0,6,6,0,1,22,14,1399,571
3,1,26.35,0.0,1,True,Work,Bus,0,23092.06,0,0.0,6,6,2,2,15,9,3394,49
2,1,28.83,0.0,1,Unknown,Int,Train,0,951416.8,0,0.0,4,4,0,4,21,21,14641,6142
5,0,31.01,0.0,1,True,Work,Bus,1,462592.387,1,0.0,9,9,0,5,10,1,469,629
3,1,24.73,0.0,1,True,Work,Bus,0,146871.277,0,0.0,5,5,2,4,12,19,14641,3607
3,1,21.89,0.0,1,True,Work,Bus,0,140982.817,0,0.0,8,8,5,0,7,16,883,15161
4,0,41.41,0.0,1,Unknown,Int,Train,1,1940528.013,0,0.0,9,9,5,0,0,13,14641,6142
3,1,20.78,0.0,1,True,Int,Bus,0,595481.63,0,0.0,3,3,0,0,7,9,4860,2671
2,0,41.41,0.0,1,Unknown,Int,Train,0,258912.017,0,0.0,9,9,0,3,12,12,5293,15161
4,1,41.41,0.0,1,Unknown,Int,Train,1,1677314.57,1,0.0,5,6,0,5,23,14,14641,6142
2,1,33.13,0.0,1,Unknown,Int,Train,0,229861.567,1,0.0,5,5,4,6,23,8,14641,6142
3,1,51.08,0.0,1,True,Work,Bus,0,169806.917,0,0.0,11,11,2,4,20,20,3394,15161
2,0,34.42,0.0,1,Unknown,Work,Train,0,245742.737,0,0.0,4,4,6,2,13,16,14641,1311
3,0,24.32,0.0,1,True,Work,Bus,0,48408.577,0,0.0,6,6,0,1,4,14,545,15161
4,0,31.48,0.0,1,Unknown,Work,Train,1,34357.083,1,0.0,10,10,5,6,7,22,5293,15161
3,0,27.16,0.0,1,True,Work,Bus,0,110342.6,0,0.0,6,6,3,4,8,1,1021,3607
4,0,22.54,0.0,1,Unknown,Int,Train,1,797439.157,0,0.0,8,8,5,0,21,16,14641,442
5,1,43.58,0.0,1,True,Work,Bus,1,87515.733,0,0.0,7,7,3,4,23,22,1021,334
3,1,35.47,0.0,1,True,Work,Bus,0,152927.42,0,0.0,9,9,1,3,17,23,320,3607
3,1,26.35,0.0,1,True,Int,Bus,0,45073.09,0,0.0,4,4,2,2,23,11,14641,1327
3,1,43.58,0.0,1,True,Work,Bus,0,108050.423,0,0.0,3,3,6,0,17,10,233,15161
2,1,31.48,0.0,1,Unknown,Int,Train,0,80090.547,0,0.0,10,10,1,1,23,1,14641,6142
3,0,39.32,0.0,1,True,Int,Bus,0,98307.297,0,0.0,8,8,6,0,17,14,1759,33
2,1,31.48,0.0,1,Unknown,Int,Train,0,740208.87,0,0.0,8,9,6,1,7,18,5293,15161
2,1,61.44,0.0,1,Unknown,Int,Train,0,865088.333,1,0.0,6,6,2,5,17,17,1399,6142
3,1,32.43,0.0,1,True,Work,Bus,0,278575.94,0,0.0,5,5,1,4,22,16,1072,148
3,1,26.35,0.0,1,True,Work,Bus,0,407623.557,0,0.0,10,10,2,0,7,13,3394,523
4,0,30.98,0.0,1,Unknown,Work,Train,1,783948.353,1,0.0,8,8,4,6,22,21,14641,62
3,1,51.49,0.0,1,True,Work,Bus,0,26113.033,0,0.0,5,5,0,0,20,13,1399,15161
2,1,26.3,0.0,1,Unknown,Work,Train,0,1042485.747,1,0.0,8,8,0,5,23,22,14641,24
5,0,51.08,0.0,1,True,Work,Bus,1,367038.253,0,0.0,9,9,4,1,20,14,3394,15161
3,0,24.32,0.0,1,True,Work,Bus,0,109017.243,0,0.0,7,7,5,0,0,18,67,15161
2,0,28.67,0.0,1,Unknown,Int,Train,0,599830.073,0,0.0,3,3,2,2,12,14,5293,15161
3,1,37.7,0.0,1,True,Work,Bus,0,14730.78,0,0.0,8,8,1,1,11,7,148,2671
5,1,21.89,0.0,1,True,Work,Bus,1,640625.89,1,0.0,10,10,5,6,9,23,883,15161
3,1,24.73,0.0,1,True,Work,Bus,0,16386.76,1,0.0,6,6,4,5,2,21,4860,15161
2,1,56.59,0.0,1,Unknown,Int,Train,0,25471.533,0,0.0,4,4,4,4,20,12,14641,2671
2,0,46.05,0.0,1,Unknown,Int,Train,0,41325.0,1,0.0,9,9,6,6,12,0,14641,998
2,0,31.48,0.0,1,Unknown,Int,Train,0,1073384.727,0,0.0,8,9,5,4,7,21,5293,15161
2,1,41.41,0.0,1,Unknown,Int,Train,0,608674.633,0,0.0,8,8,0,0,17,15,14641,6142
5,0,27.06,0.0,1,True,Int,Bus,1,40441.7,1,0.0,7,7,5,5,23,11,4860,2671
2,1,26.74,0.0,1,Unknown,Work,Train,0,728032.837,0,0.0,5,6,6,0,22,11,14641,1510
3,0,32.43,0.0,1,True,Int,Bus,0,384958.583,0,0.0,3,3,4,2,9,22,14641,112
4,0,33.15,0.0,1,Unknown,Int,Train,1,1278155.497,0,0.0,9,9,3,4,16,21,14641,1327
3,1,44.59,0.0,1,True,Int,Bus,0,77809.7,0,0.0,7,8,6,0,21,23,284,3607
3,1,57.97,0.0,1,True,Work,Bus,0,4980.437,1,0.0,10,10,5,5,19,17,14641,60
5,0,24.73,0.0,1,True,Work,Bus,1,317181.903,0,0.0,9,9,6,3,10,17,4860,15161
2,1,29.96,0.51,1,Unknown,Int,Train,0,1495992.737,0,0.017022696929238985,3,3,5,1,17,9,5293,446
4,1,49.75,0.0,1,Unknown,Work,Train,1,15993.72,0,0.0,2,2,0,0,18,13,14641,6142
2,1,26.06,0.0,1,Unknown,Int,Train,0,26781.55,0,0.0,9,9,1,1,18,10,545,15161
2,0,29.96,0.0,1,Unknown,Int,Train,0,70383.557,1,0.0,4,4,4,5,11,15,380,6142
3,0,37.3,0.0,1,True,Int,Bus,0,346982.953,0,0.0,8,8,3,0,12,11,284,1510
4,0,51.14,0.0,1,Unknown,Int,Train,1,1503470.163,0,0.0,2,3,6,2,22,13,320,6142
4,1,24.02,0.0,1,Unknown,Work,Train,1,346083.09,0,0.0,7,8,3,0,16,16,1072,15161
3,1,40.32,0.0,1,True,Work,Bus,0,131365.743,0,0.0,9,9,5,0,12,23,1063,3607
3,0,24.73,0.0,1,True,Work,Bus,0,23146.02,1,0.0,9,9,5,5,23,17,4860,15161
3,1,31.11,0.0,1,True,Work,Bus,0,449619.607,1,0.0,9,9,1,6,23,18,3394,1237
2,0,55.1,0.0,1,Unknown,Int,Train,0,328282.29,0,0.0,5,5,5,2,18,22,14641,1237
3,0,26.35,0.0,1,True,Work,Bus,0,169142.847,0,0.0,8,8,2,4,8,9,50,2671
2,0,38.93,0.0,1,Unknown,Work,Train,0,314742.713,0,0.0,9,9,6,2,18,2,14641,1237
3,1,46.62,0.0,1,True,Int,Bus,0,271398.15,1,0.0,8,8,2,5,18,14,74,15161
2,0,39.09,0.0,1,Unknown,Int,Train,0,2605632.32,0,0.0,2,3,6,1,21,17,14641,6142
3,0,21.89,0.0,1,True,Int,Bus,0,13840.66,0,0.0,9,9,3,3,14,10,1021,846
2,0,30.6,0.0,1,Unknown,Int,Train,0,770486.773,0,0.0,5,5,1,3,16,18,14641,6142
2,1,31.48,0.0,1,Unknown,Int,Train,0,573814.5,0,0.0,5,6,0,0,14,22,5293,15161
2,1,44.65,0.0,1,Unknown,Work,Train,0,452707.75,1,0.0,11,11,1,6,22,16,5293,15161
3,1,50.27,0.0,1,True,Work,Bus,0,98571.563,0,0.0,8,8,0,1,21,17,14641,2671
3,1,35.68,0.0,1,True,Work,Bus,0,219908.893,0,0.0,7,8,4,0,10,21,154,3607
5,1,26.76,0.0,1,True,Work,Bus,1,101220.95,1,0.0,7,7,5,6,23,19,3394,3607
3,1,31.42,0.0,1,True,Work,Bus,0,2419.757,0,0.0,10,10,4,4,23,22,3394,14
2,1,35.6,0.0,1,Unknown,Int,Train,0,585346.107,0,0.0,9,10,2,2,18,23,168,15161
2,0,31.48,0.0,1,Unknown,Int,Train,0,243256.317,0,0.0,5,6,1,4,7,12,14641,6142
3,1,31.11,0.0,1,True,Int,Bus,0,89118.063,0,0.0,9,9,2,3,22,21,3394,1237
2,1,22.22,0.0,1,Unknown,Int,Train,0,1158516.74,1,0.0,9,10,5,5,0,14,5293,15161
3,1,38.92,1.88,1,True,Int,Bus,0,83949.56,0,0.04830421377183967,8,8,2,3,12,12,222,15161
3,1,24.73,0.0,1,True,Work,Bus,0,45520.957,0,0.0,9,9,1,2,10,21,14641,3607
2,0,48.77,0.0,1,Unknown,Int,Train,0,854841.13,0,0.0,4,4,6,2,16,19,5293,521
2,1,56.97,0.0,1,Unknown,Int,Train,0,2843076.877,0,0.0,6,8,2,0,21,23,5293,15161
2,1,36.84,0.0,1,Unknown,Work,Train,0,1804268.23,1,0.0,3,4,5,5,12,15,1063,15161
3,1,38.72,0.0,1,True,Int,Bus,0,686597.02,1,0.0,3,3,5,5,23,0,14641,2671
2,0,62.22,0.0,1,Unknown,Work,Train,0,38921.877,0,0.0,4,4,1,1,16,5,4860,6142
3,0,34.26,0.0,1,True,Int,Bus,0,74567.97,0,0.0,7,7,4,4,22,1,1021,530
3,1,43.58,0.0,1,True,Work,Bus,0,76802.71,0,0.0,9,9,3,4,21,23,440,15161
4,1,49.15,0.0,1,Unknown,Int,Train,1,533552.283,1,0.0,4,4,6,5,14,10,5293,1237
2,1,57.05,0.0,1,Unknown,Work,Train,0,7550.457,0,0.0,4,4,2,2,16,14,14641,2671
2,1,23.48,0.0,1,Unknown,Work,Train,0,35744.147,0,0.0,10,10,0,0,21,11,14641,1510
